,Sentence,Question,Answer,Num_Tokens_In_Answer,Num_Tokens_In_Sentence,Num_Token_Match_Question,Percentage_Token_In_Answer,Percentage_Token_In_Out_Answer,Answer_Capitalized_Word_Density,ANSWER_STOPWORD_DENSITY,ANSWER_ENDS_WITH_QUANTIFIER,ANSWER_STARTS_WITH_QUANTIFIER,ANSWER_QUANTIFIER_DENSITY,PERCENT_CAPITALIZED_WORDS_IN_ANSWER,PERCENT_PRONOMINALS_IN_ANSWER,SENTENCE_STARTS_WITH_DISCOURSE_CONNECTIVE,GRAM_AFTER_ANSWER_quoation,GRAM_AFTER_ANSWER_comma,GRAM_AFTER_ANSWER_LRB,GRAM_AFTER_ANSWER_RRB,GRAM_AFTER_ANSWER_Stop,GRAM_AFTER_ANSWER_Colon,GRAM_AFTER_ANSWER_CC,GRAM_AFTER_ANSWER_CD,GRAM_AFTER_ANSWER_DT,GRAM_AFTER_ANSWER_EX,GRAM_AFTER_ANSWER_IN,GRAM_AFTER_ANSWER_JJ,GRAM_AFTER_ANSWER_JJR,GRAM_AFTER_ANSWER_JJS,GRAM_AFTER_ANSWER_MD,GRAM_AFTER_ANSWER_NN,GRAM_AFTER_ANSWER_NNP,GRAM_AFTER_ANSWER_NNPS,GRAM_AFTER_ANSWER_NNS,GRAM_AFTER_ANSWER_POS,GRAM_AFTER_ANSWER_PRP,GRAM_AFTER_ANSWER_RB,GRAM_AFTER_ANSWER_RBR,GRAM_AFTER_ANSWER_RBS,GRAM_AFTER_ANSWER_RP,GRAM_AFTER_ANSWER_TO,GRAM_AFTER_ANSWER_VB,GRAM_AFTER_ANSWER_VBD,GRAM_AFTER_ANSWER_VBG,GRAM_AFTER_ANSWER_VBN,GRAM_AFTER_ANSWER_VBP,GRAM_AFTER_ANSWER_VBZ,GRAM_AFTER_ANSWER_WDT,GRAM_AFTER_ANSWER_WP,GRAM_AFTER_ANSWER_WRB,GRAM_BEFORE_ANSWER_Comma,GRAM_BEFORE_ANSWER_LRB,GRAM_BEFORE_ANSWER_RRB,GRAM_BEFORE_ANSWER_Colon,GRAM_BEFORE_ANSWER_CC,GRAM_BEFORE_ANSWER_CD,GRAM_BEFORE_ANSWER_DT,GRAM_BEFORE_ANSWER_EX,GRAM_BEFORE_ANSWER_IN,GRAM_BEFORE_ANSWER_JJ,GRAM_BEFORE_ANSWER_MD,GRAM_BEFORE_ANSWER_NN,GRAM_BEFORE_ANSWER_NNP,GRAM_BEFORE_ANSWER_NNPS,GRAM_BEFORE_ANSWER_NNS,GRAM_BEFORE_ANSWER_POS,GRAM_BEFORE_ANSWER_PRP$,GRAM_BEFORE_ANSWER_RB,GRAM_BEFORE_ANSWER_RBS,GRAM_BEFORE_ANSWER_RP,GRAM_BEFORE_ANSWER_TO,GRAM_BEFORE_ANSWER_VB,GRAM_BEFORE_ANSWER_VBD,GRAM_BEFORE_ANSWER_VBG,GRAM_BEFORE_ANSWER_VBN,GRAM_BEFORE_ANSWER_VBP,GRAM_BEFORE_ANSWER_VBZ,GRAM_BEFORE_ANSWER_WDT,GRAM_BEFORE_ANSWER_WP,GRAM_BEFORE_ANSWER_WRB,GRAM_IN_ANSWER_COUNT_Quotation,GRAM_IN_ANSWER_COUNT_Comma,GRAM_IN_ANSWER_COUNT_LRB,GRAM_IN_ANSWER_COUNT_RRB,GRAM_IN_ANSWER_COUNT_Colon,GRAM_IN_ANSWER_COUNT_CC,GRAM_IN_ANSWER_COUNT_CD,GRAM_IN_ANSWER_COUNT_DT,GRAM_IN_ANSWER_COUNT_EX,GRAM_IN_ANSWER_COUNT_IN,GRAM_IN_ANSWER_COUNT_JJ,GRAM_IN_ANSWER_COUNT_JJR,GRAM_IN_ANSWER_COUNT_JJS,GRAM_IN_ANSWER_COUNT_MD,GRAM_IN_ANSWER_COUNT_NN,GRAM_IN_ANSWER_COUNT_NNP,GRAM_IN_ANSWER_COUNT_NNPS,GRAM_IN_ANSWER_COUNT_NNS,GRAM_IN_ANSWER_COUNT_POS,GRAM_IN_ANSWER_COUNT_PRP,GRAM_IN_ANSWER_COUNT_PRP$,GRAM_IN_ANSWER_COUNT_RB,GRAM_IN_ANSWER_COUNT_RBR,GRAM_IN_ANSWER_COUNT_RBS,GRAM_IN_ANSWER_COUNT_RP,GRAM_IN_ANSWER_COUNT_TO,GRAM_IN_ANSWER_COUNT_VB,GRAM_IN_ANSWER_COUNT_VBD,GRAM_IN_ANSWER_COUNT_VBG,GRAM_IN_ANSWER_COUNT_VBN,GRAM_IN_ANSWER_COUNT_VBP,GRAM_IN_ANSWER_COUNT_VBZ,GRAM_IN_ANSWER_COUNT_WDT,GRAM_IN_ANSWER_COUNT_WP,GRAM_IN_ANSWER_COUNT_WP$,GRAM_IN_ANSWER_COUNT_WRB,NAMED_ENTITY_IN_ANSWER_COUNT_PERS,NAMED_ENTITY_IN_ANSWER_COUNT_ORG,NAMED_ENTITY_IN_ANSWER_COUNT_LOC,NAMED_ENTITY_OUT_ANSWER_COUNT_PERS,NAMED_ENTITY_OUT_ANSWER_COUNT_ORG,NAMED_ENTITY_OUT_ANSWER_COUNT_LOC,NUM_NAMED_ENTITIES_IN_ANSWER,NUM_NAMED_ENTITIES_OUT_ANSWER,ANSWER_NAMED_ENTITY_DENSITY,QUESTION_NAMED_ENTITY_DENSITY
163,"Colonial protests resulted in the repeal of the Stamp Act in 1765, but in the 1766 Declaratory Act , Parliament continued to insist that it had the right to legislate for the colonies 'in all cases whatsoever'.","Colonial protests resulted in the repeal of the Stamp Act in 1765, but in _ _ _ _ _ _ _ _ _ _ _ _  , Parliament continued to insist that it had the right to legislate for the colonies 'in all cases whatsoever'.",the 1766 Declaratory Act,4,45,2,0.08163265306122448,0.08888888888888889,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.02702702702702703
164,"The Nobel Foundation reached an agreement on guidelines for how the prizes should be awarded, and in 1900, the Nobel Foundation's newly-created statutes were promulgated by King Oscar II .","The Nobel Foundation reached _ _ _ _ _ _  on guidelines for how the prizes should be awarded, and in 1900, the Nobel Foundation's newly-created statutes were promulgated by King Oscar II .",an agreement,2,34,1,0.05555555555555555,0.058823529411764705,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.06666666666666667
165,Low voltage DC distribution continued to be used in high-density downtown areas for many years but was eventually replaced by AC low-voltage network distribution in many of them.,Low voltage DC distribution continued to be used in high-density downtown areas for many years but was eventually replaced by AC low-voltage network distribution in _ _  of them.,many,1,29,1,0.03333333333333333,0.034482758620689655,0.0,0.0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.03571428571428571
166,"Fighting began on 3 November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.","Fighting began on 3 November 1839, when a second British ship, _ _ _ _ _ _ _ _, attempted to sail to Guangdong.",the Royal Saxon,3,24,0,0.1111111111111111,0.125,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.10526315789473684,0.0
167,"The planing machine , the slotting machine and the shaping machine were developed in the first decades of the 19th century.","The planing machine , the slotting machine and the shaping machine were developed in _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _.",the first decades of the 19th century,7,33,2,0.175,0.21212121212121213,0.0,0.42857142857142855,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
168,"Retreating to his studio, he continued to paint, producing works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).","Retreating to his studio, he continued to paint, _ _ _ _ _ works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).",producing,1,27,0,0.03571428571428571,0.037037037037037035,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.08695652173913043
169,The 2004 film The Day After Tomorrow includes several mentions of actual tropical cyclones as well as featuring fantastical 'hurricane-like' non-tropical Arctic storms.,The 2004 film _ _ _ _ After Tomorrow includes several mentions of actual tropical cyclones as well as featuring fantastical 'hurricane-like' non-tropical Arctic storms.,The Day,2,25,1,0.07407407407407407,0.08,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
170,Today the capitalist system is the world's dominant economic model.,Today _ _ _ _ _ _ _ _ _ _ _ is the world's dominant economic model.,the capitalist system,3,18,1,0.14285714285714285,0.16666666666666666,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
171,"That September, the Soviet side produced the Novikov telegram, sent by the Soviet ambassador to the US but commissioned and 'co-authored' by Vyacheslav Molotov ; it portrayed the US as being in the grip of monopoly capitalists who were building up military capability 'to prepare the conditions for winning world supremacy in a new war'.","That September, the Soviet side produced the Novikov telegram, sent by the Soviet ambassador to the US but commissioned and 'co-authored' by Vyacheslav Molotov ; it portrayed the US as being in the grip of monopoly capitalists who were building up military capability 'to _ _ _ _ the conditions for winning world supremacy in a new war'.",prepare,1,58,0,0.01694915254237288,0.017241379310344827,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0.0,0.09090909090909091
172,"This decision device may be an operator with headphones or a display, or in more sophisticated sonars this function may be carried out by software.","This decision device may be an operator with headphones or _ _ _ _ _, or in more sophisticated sonars this function may be carried out by software.",a display,2,28,1,0.06666666666666667,0.07142857142857142,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
173,A Second Report on the Mortality of British Doctors' followed in 1956 (otherwise known as the British doctors study ).,A Second Report on _ _ _ _ _ _ _ of British Doctors' followed in 1956 (otherwise known as the British doctors study ).,the Mortality,2,25,1,0.07407407407407407,0.08,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
174,This change of direction was compared to punk and in the late 1970s became known as the New Wave of British Heavy Metal (NWOBHM).,_ _ _ _ _ _ of direction was compared to punk and in the late 1970s became known as the New Wave of British Heavy Metal (NWOBHM).,This change,2,28,0,0.06666666666666667,0.07142857142857142,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
175,"The European Union has banned all use of asbestos and extraction, manufacture and processing of asbestos products.",The European Union has banned _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _.,"all use of asbestos and extraction, manufacture and processing of asbestos products",12,47,0,0.2033898305084746,0.2553191489361702,0.0,0.4166666666666667,0,1,0.08333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.11764705882352941
176,"Muslim historians, some time after, also mentioned the Berbers.",_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ also mentioned the Berbers.,"Muslim historians, some time after,",5,22,0,0.18518518518518517,0.22727272727272727,0.0,0.2,0,0,0.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
177,The Democratic Republic of the Congo is often referred to as Congo.,The Democratic Republic of the Congo is often _ _ _ _  to as Congo.,referred,1,15,0,0.0625,0.06666666666666667,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,0.4166666666666667
178,"However, the coke pig iron he made was used mostly for the production of cast iron goods such as pots and kettles.","However, the coke pig iron he _ _  was used mostly for the production of cast iron goods such as pots and kettles.",made,1,23,0,0.041666666666666664,0.043478260869565216,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
179,"Manaus alone represents approximately 50% of the population of the Brazilian state of Amazonas, which is the largest state.","_ _ _  alone represents approximately 50% of the population of the Brazilian state of Amazonas, which is the largest state.",Manaus,1,21,0,0.045454545454545456,0.047619047619047616,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
180,"Meanwhile, the Germanic Lombards invaded Italy; by the end of the century only a third of Italy was in Byzantine hands.","Meanwhile, the Germanic Lombards invaded Italy; by the end of the century only a third of _ _ _ was in Byzantine hands.",Italy,1,23,1,0.041666666666666664,0.043478260869565216,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.047619047619047616,0.0
181,The operative attitude may have been summed up best by the response Leiber and Stoller received when they brought a serious film project for Presley to Parker and the Hill and Range owners for their consideration.,The operative attitude may have been summed up best by the response Leiber and Stoller received when they brought a serious film project for Presley to _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  for their consideration.,Parker and the Hill and Range owners,7,47,3,0.12962962962962962,0.14893617021276595,0.0,0.42857142857142855,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0.05555555555555555,0.05555555555555555
182,"Because of extreme ease in collection at 8–10 years of age before calcification and minimal to no morbidity, these will probably constitute a major source of cells for personal banking, research and current or future therapies.","Because of extreme ease in collection at 8–10 years of age before calcification and minimal to _ _ _ _ _ _ , these will probably constitute a major source of cells for personal banking, research and current or future therapies.",no morbidity,2,41,0,0.046511627906976744,0.04878048780487805,0.0,0.5,0,1,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
183,"However, Xenophon attempts to explain that Socrates purposely welcomed the hemlock due to his old age using the arguably self-destructive testimony to the jury as evidence.","However, Xenophon attempts to explain that Socrates purposely welcomed the hemlock due to _ _ _ _ _ _ using the arguably self-destructive testimony to the jury as evidence.",his old age,3,29,0,0.09375,0.10344827586206896,0.0,0.3333333333333333,0,0,0.0,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0.07692307692307693
184,The Sufic view classifies 'Jihad' into two; the ' Greater Jihad ' and the ' Lesser Jihad '.,The Sufic view classifies 'Jihad' into two; the ' Greater Jihad ' and _ _ _ _ _ _ _ _ _  '.,the ' Lesser Jihad,4,23,3,0.14814814814814814,0.17391304347826086,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.1111111111111111
185,"Retreating to his studio, he continued to paint, producing works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).","Retreating to his studio, he continued to paint, producing works such as the Still Life with _ _ _ _ _ _ _ and The Charnel House (1944–48).",Guitar (1942),2,28,0,0.06666666666666667,0.07142857142857142,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.08695652173913043
186,While some non-nanotechnology specific regulatory agencies currently cover some products and processes (to varying degrees) – by “bolting on” nanotechnology to existing regulations – there are clear gaps in these regimes.,While some non-nanotechnology specific regulatory agencies currently cover some products and processes (to varying degrees) – by _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ there are clear gaps in these regimes.,“bolting on” nanotechnology to existing regulations –,7,51,3,0.1206896551724138,0.13725490196078433,0.0,0.14285714285714285,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
187,He could not do both in the time available.,He could not do _ _  in the time available.,both,1,10,0,0.09090909090909091,0.1,0.0,1.0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
188,"Economists debate the level of debt relative to GDP that signals a 'red line' or dangerous level, or if any such level exists.","Economists debate the level of _ _  relative to GDP that signals a 'red line' or dangerous level, or if any such level exists.",debt,1,24,0,0.04,0.041666666666666664,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
189,"The European Union has banned all use of asbestos and extraction, manufacture and processing of asbestos products.","The European Union has banned _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ , manufacture and processing of asbestos products.",all use of asbestos and extraction,6,29,3,0.17142857142857143,0.20689655172413793,0.0,0.5,0,1,0.16666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.11764705882352941
190,"There have been relatively few modern attempts to challenge this notion that the Historia Regum Britanniae is primarily Geoffrey's own work, with scholarly opinion often echoing William of Newburgh 's late-12th-century comment that Geoffrey 'made up' his narrative, perhaps through an 'inordinate love of lying'.","There have been relatively few modern attempts to challenge this notion that the Historia Regum Britanniae is primarily _ _ _ _ _  own work, with scholarly opinion often echoing William of Newburgh 's late-12th-century comment that Geoffrey 'made up' his narrative, perhaps through an 'inordinate love of lying'.",Geoffrey's,1,49,0,0.02,0.02040816326530612,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0.0,0.06666666666666667
